"site","plot","year","UTMx","UTMy","sekhabtype","terhabtype","pHjord","pHvand","Cijord","Nijord","CNratio","Fosfortal","NitratN","Nilyngfamilien","Pilyngfamilien","NPilyngfamilien","Nigraminoids","Pigraminoids","NPigraminoids","Nitoervemos","Pitoervemos","NPitoervemos","Niandetmos","Piandetmos","NPiandetmos","morlag","vegetationshoejde","vedplanterover1m5md","vedplanterunder1m5md","dvaergbuske5md","vandflade5md","lyngensbladbille5md","enebær5md","gråris5md","havtorn5md","hoeljer5md","hvasavneknippe5md","klokkelyng5md","vadegræs5md","graesningbin","hoesletbin","indikatorarter","antalarter","antalstjernearter","antaltostjernearter","antalenaarigearter","meanscore","andelstjerne","andeltostjerne","Ndep","nedbør","jordtype","slope","aspect","pEL","pEF","pER","pEN","pGC","pGS","pGR","pAnnualsGrime","pchmax","pslamean","psmmean","pEEL","pEEF","pEER","pEEN","pEES","pLDMC","pLM","pLS","pnaeringsratio","pEnaeringsratio","fEL","fEF","fER","fEN","fGC","fGS","fGR","fAnnualsGrime","fchmax","fslamean","fsmmean","fEEL","fEEF","fEER","fEEN","fEES","fLDMC","fLM","fLS","fnaeringsratio","fEnaeringsratio"
165,494346,2014,"647850","6191280","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","27.5","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","11","6","0","1","3.454545","0.5454545454545454","0.","7.2812","640.1","4","6.715593","105.899712","6.8","4.387096774193548","4.","2.7","4.242424242424242","4.242424242424242","3.515151515151515","0.06060606060606061","0.6750000000000003","16.97913978494623","0.9102025396784987","7.878787878787879","4.090909090909091","5.454545454545454","3.606060606060606","1.2727272727272727","288.36545454545455","38.14579503273234","510.5050505050504","0.675","0.6611111111111111","7.1","4.5","4.125","3.4","2.5","5.8","3.7","0.09090909090909091","0.41133333333333344","25.271018518518513","0.5823799319201493","7.2727272727272725","4.909090909090909","5.090909090909091","3.6363636363636362","0.5454545454545454","211.26194999999998","25.25233350443167","435.8466166666667","0.8242424242424242","0.7142857142857143"
165,494347,2014,"647830","6191060","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","13.75","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","16","5","0","2","2.9375","0.3125","0.","7.2812","640.1","4","2.284417","139.688385","7.433333333333334","5.116279069767442","6.5","4.7","3.8444444444444446","3.7111111111111112","4.444444444444445","0.","0.5813703703703701","22.04810077519376","1.1724115734079714","7.488888888888889","4.8","6.155555555555556","4.5777777777777775","0.6666666666666666","231.47524074074067","29.66288672077404","689.2449259259256","0.7230769230769231","0.7436823104693141","7.285714285714286","4.636363636363637","5.555555555555555","4.153846153846154","3.142857142857143","4.214285714285714","4.642857142857143","0.","0.4438095238095238","24.718472222222218","0.9095362816494585","7.133333333333334","4.933333333333334","5.6","4.066666666666666","0.4","199.12511309523805","32.31628742336666","778.8090416666665","0.7476923076923077","0.7261904761904762"
165,494350,2014,"647710","6191010","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","17.5","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","1","17","3","0","2","2.411764","0.17647058823529413","0.","7.2812","640.1","4","2.329519","138.126617","6.625","5.391304347826087","5.285714285714286","4.708333333333333","3.9722222222222223","3.9722222222222223","4.055555555555555","0.02702702702702703","0.5951388888888887","24.273142857142844","0.4528031746182207","7.","4.916666666666667","5.333333333333333","4.472222222222222","0.6666666666666666","265.4757638888889","19.854754860180563","481.8611111111112","0.8907657657657657","0.8385416666666666","7.133333333333334","4.5","5.8","5.","3.5","3.3125","5.1875","0.058823529411764705","0.552888888888889","23.944205128205127","1.0149172348939028","7.0625","4.8125","5.9375","4.5625","0.1875","192.08558333333335","85.09836276494998","1589.6284999999998","0.8620689655172413","0.7684210526315789"
165,494353,2014,"647960","6191300","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","16.25","0.","0.","0.12732365673542145","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","18","11","1","0","3.611111","0.6111111111111112","0.05555555555555555","7.2812","640.1","4","0.900395","250.131195","6.615384615384615","5.32258064516129","4.743589743589744","3.3846153846153846","3.707317073170732","4.7317073170731705","3.5609756097560976","0.","0.5890243902439023","25.678859649122785","0.5339787688608012","7.195121951219512","5.170731707317073","5.048780487804878","4.170731707317073","0.7804878048780488","243.09841463414634","17.64010087746545","338.43089430894315","0.7135135135135136","0.8260869565217391","7.133333333333334","4.555555555555555","3.9166666666666665","2.9285714285714284","2.875","6.625","2.5","0.","0.44875000000000004","23.91238888888888","0.6621754041328557","7.176470588235294","5.117647058823529","4.764705882352941","3.176470588235294","0.35294117647058826","239.41426562499998","26.952215382343336","560.407188888889","0.7477203647416414","0.6666666666666666"
165,494355,2014,"647770","6191070","6230","{6230}","4.1","mv","mv","mv","mv","mv","mv","mv","mv","mv","2.6","0.28","9.285714285714285","mv","mv","mv","mv","mv","mv","0.","22.5","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","18","8","1","2","3.277777","0.4444444444444444","0.05555555555555555","7.2812","640.1","4","8.899216","111.979156","6.8","5.684210526315789","5.148148148148148","4.05","3.676470588235294","4.735294117647059","3.588235294117647","0.","0.5801470588235291","24.14916666666665","0.4714680392242645","7.0588235294117645","4.882352941176471","5.205882352941177","4.294117647058823","0.8235294117647058","267.2838970588235","18.296731987205394","403.2526960784315","0.7866906474820143","0.8248587570621468","7.125","4.083333333333333","5.125","3.933333333333333","2.6875","5.125","4.1875","0.05555555555555555","0.5042222222222221","23.029027777777774","0.8864437536349089","7.176470588235294","4.647058823529412","5.705882352941177","3.764705882352941","0.35294117647058826","210.77554999999998","44.78757831244221","823.0884388888887","0.767479674796748","0.6597938144329897"
165,494357,2014,"647630","6191060","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","17.5","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","19","6","1","4","3.105263","0.3157894736842105","0.05263157894736842","7.2812","640.1","4","11.809642","158.687912","6.769230769230769","4.136363636363637","4.846153846153846","3.576923076923077","3.6666666666666665","5.866666666666666","2.466666666666667","0.","0.7091666666666666","19.685222222222208","1.2049133531898808","6.866666666666666","4.6","5.833333333333333","3.533333333333333","0.26666666666666666","292.4781944444446","46.29059635719997","687.7","0.7380952380952381","0.6057142857142858","7.","4.461538461538462","5.5","4.25","2.7058823529411766","4.294117647058823","5.","0.05263157894736842","0.47187500000000004","22.85193589743589","0.9400970482404185","7.222222222222222","4.777777777777778","5.833333333333333","4.","0.3888888888888889","211.45028645833338","36.60803548529405","811.7379114583332","0.7727272727272727","0.6857142857142857"
165,494366,2014,"647810","6191250","6230","{6230}","3.6","mv","mv","mv","mv","mv","mv","mv","mv","mv","2.7","0.27","10.","mv","mv","mv","mv","mv","mv","0.","26.25","0.","0.","10.185892538833714","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","14","7","0","2","3.428571","0.5","0.","7.2812","640.1","4","7.65484","161.517334","7.038461538461538","4.363636363636363","3.8974358974358974","2.5","3.6666666666666665","5.358974358974359","2.9743589743589745","0.02564102564102564","0.5888461538461541","17.866142857142844","0.798203571432234","7.641025641025641","4.3076923076923075","5.0256410256410255","3.41025641025641","1.0512820512820513","283.1417051282051","33.71269835738334","478.18275213675213","0.6414473684210527","0.6785714285714286","7.076923076923077","4.625","4.","3.4615384615384617","2.4166666666666665","5.666666666666667","3.9166666666666665","0.07142857142857142","0.4585897435897436","22.63301666666666","0.5497865907525804","7.230769230769231","5.153846153846154","4.615384615384615","3.6153846153846154","0.5384615384615384","208.97278205128208","29.08437671600556","490.3252756410257","0.8653846153846154","0.7833333333333333"
165,494375,2014,"647700","6191140","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","21.25","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","21","10","2","2","3.47619","0.47619047619047616","0.09523809523809523","7.2812","640.1","4","4.215491","40.762894","7.0227272727272725","5.033333333333333","5.035714285714286","3.7560975609756095","3.462962962962963","5.407407407407407","3.1296296296296298","0.","0.5321052631578947","24.549459876543196","0.6217499453225392","7.0701754385964914","4.87719298245614","5.280701754385965","3.7017543859649122","0.42105263157894735","243.9666589506173","29.741363454920346","671.0427941176471","0.7458917142362913","0.7009966777408638","7.052631578947368","4.5625","5.1","3.888888888888889","3.","4.894736842105263","4.105263157894737","0.","0.48650000000000004","24.211305555555548","0.9155395008122291","7.142857142857143","4.9523809523809526","5.619047619047619","3.761904761904762","0.3333333333333333","227.99901315789472","41.60812669337543","843.0510601851851","0.7625272331154684","0.6694915254237288"
166,494400,2014,"649660","6186640","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","8.75","0.","50.92946269416857","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","6","39","16","2","0","3.128205","0.41025641025641024","0.05128205128205128","10.0556","646.5","4","31.12603","303.56662","6.733333333333333","5.045454545454546","4.451612903225806","4.04","4.487179487179487","4.0256410256410255","3.4871794871794872","0.","0.7016239316239319","24.98873931623931","32.28510168942548","6.769230769230769","5.0256410256410255","5.051282051282051","4.256410256410256","0.5384615384615384","258.4538568376069","25.50194286870495","601.7763157894738","0.907536231884058","0.8426395939086294","6.9393939393939394","4.689655172413793","5.","4.172413793103448","4.305555555555555","4.805555555555555","2.888888888888889","0.","0.8828935185185186","23.877166666666668","20.64324048470856","6.944444444444445","4.944444444444445","5.916666666666667","4.083333333333333","0.19444444444444445","222.42431712962969","81.01978834362156","1806.6735238095239","0.8344827586206897","0.6901408450704225"
166,494402,2014,"649750","6186660","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","2.5","0.","0.6366182836771072","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","8","36","22","6","2","3.972222","0.6111111111111112","0.16666666666666666","10.0556","646.5","4","25.661005","327.63205","6.9","4.92","4.59375","3.5357142857142856","3.051282051282051","5.512820512820513","3.4358974358974357","0.","0.4122499999999999","23.359535087719284","0.7108930423716701","7.256410256410256","4.923076923076923","5.102564102564102","3.5641025641025643","0.5641025641025641","230.9786666666667","28.425325065979155","592.0097149122806","0.7696793002915452","0.6984924623115578","6.833333333333333","4.291666666666667","5.166666666666667","3.0689655172413794","2.5806451612903225","6.161290322580645","3.2580645161290325","0.","0.47593434343434343","23.39247701149425","1.4065446981440408","7.09375","4.75","5.46875","3.25","0.15625","223.31071969696976","45.90815776633229","940.0699192708331","0.5939933259176863","0.5942857142857143"
166,494403,2014,"649700","6186660","6230","{6230}","3.9","mv","mv","mv","mv","mv","mv","mv","mv","mv","2.9","0.3","9.666666666666666","mv","mv","mv","mv","mv","mv","mv","2.5","0.","1.2732365673542143","0.6366182836771072","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","6","29","14","1","1","3.413793","0.4827586206896552","0.034482758620689655","10.0556","646.5","4","33.716179","341.312866","6.333333333333333","4.5","2.35","2.8095238095238093","3.0454545454545454","8.090909090909092","0.8636363636363636","0.","0.24962121212121194","19.831704545454524","0.40632422175759514","6.409090909090909","5.090909090909091","2.9545454545454546","2.8636363636363638","0.","290.9518181818182","10.253580330973815","184.9526111111111","1.1955420466058764","0.9692307692307692","6.92","4.421052631578948","4.266666666666667","3.5652173913043477","3.2083333333333335","5.833333333333333","2.9583333333333335","0.","0.5931333333333335","23.76184782608695","27.666859546817147","6.833333333333333","5.166666666666667","5.208333333333333","3.7083333333333335","0.08333333333333333","225.14987333333332","75.3349885364087","1327.1109363425928","0.8355978260869565","0.712"
166,494408,2014,"649750","6186680","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","12.5","0.","2.5464731347084286","0.12732365673542145","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","8","33","19","5","1","3.939393","0.5757575757575758","0.15151515151515152","10.0556","646.5","4","36.729931","339.960876","7.1","5.730769230769231","5.380952380952381","4.666666666666667","4.048780487804878","4.195121951219512","3.7560975609756095","0.","0.577032520325203","25.296770833333312","0.7193456046287213","7.146341463414634","5.170731707317073","5.487804878048781","4.341463414634147","0.5365853658536586","219.77076219512193","41.34293060283126","952.3895934959348","0.8672566371681416","0.7911111111111111","6.964285714285714","4.476190476190476","4.666666666666667","3.076923076923077","3.","5.785714285714286","3.2142857142857144","0.","0.5166111111111111","22.973755952380948","0.8464387025576029","6.931034482758621","4.9655172413793105","5.310344827586207","3.3448275862068964","0.13793103448275862","228.42214080459775","52.261354487856515","1032.2132232142853","0.6593406593406593","0.6298701298701299"
166,494411,2014,"649600","6186710","6230","{6230}","5.","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","0.42","mv","mv","mv","mv","mv","mv","mv","mv","1.25","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","25","9","0","5","3.08","0.36","0.","10.0556","646.5","4","10.324534","326.764587","7.458333333333333","4.882352941176471","5.428571428571429","4.434782608695652","3.92","4.4","3.68","0.","0.6374666666666667","26.041133333333338","1.168946092441017","6.92","4.84","5.6","4.16","0.12","234.66823333333335","31.228492719376668","599.3875333333331","0.816933638443936","0.7428571428571429","7.363636363636363","3.9375","4.642857142857143","3.6","2.619047619047619","4.904761904761905","4.476190476190476","0.041666666666666664","0.48446969696969694","23.31953703703703","1.3906261511884837","7.363636363636363","4.2727272727272725","5.636363636363637","3.727272727272727","0.22727272727272727","211.10944696969693","36.29626384469998","717.7768295454541","0.7753846153846153","0.6612903225806451"
176,494744,2014,"678790","6173740","6230","{6230}","4.3","mv","mv","mv","mv","mv","mv","mv","mv","mv","2.1","0.2","10.5","mv","mv","mv","mv","mv","mv","0.","7.5","76.39419404125286","2.5464731347084286","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","6","32","10","3","2","3.3125","0.3125","0.09375","12.331700000000001","670.7","6","10.02741","323.396057","5.0476190476190474","5.","2.6315789473684212","3.0869565217391304","4.219512195121951","6.853658536585366","0.926829268292683","0.","14.914875283446717","24.028055555555543","150.65669569263628","4.926829268292683","5.121951219512195","3.8048780487804876","3.926829268292683","0.","304.28559523809525","6.0696994400686615","911.6019841269831","1.1730434782608696","1.0320512820512822","6.481481481481482","5.35","3.8666666666666667","4.083333333333333","3.2333333333333334","5.433333333333334","3.3333333333333335","0.03225806451612903","2.900634920634921","26.84457051282051","131.8403167826896","6.666666666666667","5.366666666666666","4.933333333333334","4.","0.16666666666666666","239.74736944444447","50.52038647431852","828.0752485632181","1.0560344827586208","0.8108108108108109"
176,494747,2014,"678890","6173650","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","70.02801120448179","1.2732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","33","9","1","1","2.939393","0.2727272727272727","0.030303030303030304","12.331700000000001","670.7","6","8.22109","231.5439","6.804347826086956","4.777777777777778","5.32258064516129","4.9","5.673913043478261","3.260869565217391","3.0652173913043477","0.","6.21880434782608","24.30598550724639","104.67425375775767","6.434782608695652","5.326086956521739","5.717391304347826","4.826086956521739","0.043478260869565216","234.3230833333334","10.70677694561458","530.5595000000001","0.9206060606060606","0.844106463878327","6.962962962962963","4.863636363636363","5.294117647058823","4.434782608695652","3.9310344827586206","4.448275862068965","3.6206896551724137","0.","2.01206896551724","24.61599382716049","68.49787185882495","6.8","5.166666666666667","5.7","4.466666666666667","0.16666666666666666","222.92984226190478","35.63741275920062","833.458103909465","0.8376811594202899","0.783625730994152"
176,494751,2014,"678810","6173610","6200","{6230}","4.5","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","0.","5.","0.","0.12732365673542145","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","1","22","5","0","2","2.545454","0.22727272727272727","0.","12.331700000000001","670.7","6","7.879806","180.180008","7.933333333333334","5.","6.4","5.6","4.466666666666667","2.6666666666666665","4.866666666666666","0.","0.36244444444444457","25.66006666666668","1.1011503174619044","7.4","5.066666666666666","6.","5.2","0.06666666666666667","213.88605555555543","13.156235049944444","451.64644444444434","0.875","0.8666666666666667","7.052631578947368","5.0625","5.333333333333333","4.9411764705882355","3.9523809523809526","3.6666666666666665","4.380952380952381","0.045454545454545456","2.1731292517006815","26.25521052631579","9.27003445688587","7.","5.190476190476191","5.714285714285714","4.571428571428571","0.23809523809523808","213.60523809523806","39.152496562694154","967.5963708333329","0.9264705882352942","0.8"
176,494762,2014,"678890","6173670","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","1.2732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","31","8","0","1","2.709677","0.25806451612903225","0.","12.331700000000001","670.7","6","8.087275","266.862305","7.095238095238095","5.6","4.695652173913044","4.2105263157894735","4.074074074074074","3.8518518518518516","4.074074074074074","0.","0.4999999999999999","25.64888888888889","0.4712503351005288","6.666666666666667","5.","4.888888888888889","4.37037037037037","0.4444444444444444","248.01913580246912","18.984067429379625","537.7654320987656","0.8966861598440545","0.8939393939393939","7.115384615384615","4.904761904761905","5.153846153846154","4.590909090909091","4.620689655172414","3.793103448275862","3.586206896551724","0.","3.246839080459769","23.480611111111116","149.73611671262276","6.896551724137931","5.206896551724138","5.827586206896552","4.448275862068965","0.13793103448275862","207.7517767857143","63.17021735062865","1127.9792458847735","0.8907734056987788","0.7633136094674556"
176,494763,2014,"678870","6173500","6230","{6230}","4.8","mv","mv","mv","mv","mv","mv","mv","mv","mv","2.6","0.16","16.25","mv","mv","mv","mv","mv","mv","0.","6.25","0.","0.12732365673542145","0.6366182836771072","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","8","44","21","6","0","3.40909","0.4772727272727273","0.13636363636363635","12.331700000000001","670.7","6","24.72562","231.857056","7.388888888888889","5.142857142857143","4.3076923076923075","3.8125","3.2195121951219514","5.560975609756097","3.2195121951219514","0.","0.4219105691056907","24.16260162601625","0.8279595507384648","6.829268292682927","5.073170731707317","5.048780487804878","3.7804878048780486","0.24390243902439024","243.5746544715447","31.599587924286556","743.5051219512196","0.8850446428571429","0.748792270531401","7.051282051282051","4.666666666666667","5.173913043478261","3.735294117647059","3.95","5.225","2.825","0.","3.6260271317829456","22.057970833333336","102.13398501240287","6.976190476190476","5.023809523809524","5.571428571428571","3.880952380952381","0.07142857142857142","232.69926388888888","64.03968016425856","1193.2752926829264","0.72194760257044","0.6965811965811965"
176,494770,2014,"678870","6173680","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","1.2732365673542143","0.12732365673542145","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","36","10","3","0","3.055555","0.2777777777777778","0.08333333333333333","12.331700000000001","670.7","6","9.323539","289.818115","7.513513513513513","5.238095238095238","4.56","4.135135135135135","3.4634146341463414","4.780487804878049","3.7560975609756095","0.","0.46536585365853644","25.541768292682928","0.7193297104647874","6.780487804878049","5.170731707317073","5.146341463414634","4.121951219512195","0.1951219512195122","243.43373983739826","24.676695250644304","600.193882113821","0.9068278805120911","0.8009478672985783","6.933333333333334","5.125","5.388888888888889","4.769230769230769","4.571428571428571","4.571428571428571","2.857142857142857","0.","1.9254761904761901","22.814666666666664","35.7337053706703","6.694444444444445","5.388888888888889","5.888888888888889","4.611111111111111","0.1388888888888889","236.91023095238094","91.28132963507818","1574.0279513888888","0.8850118953211736","0.7830188679245284"
176,494773,2014,"678810","6173810","6200","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","55.","38.19709702062643","19.098548510313215","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","34","7","0","3","2.647058","0.20588235294117646","0.","12.331700000000001","670.7","6","15.75136","252.807999","4.615384615384615","5.32","5.333333333333333","4.","5.0344827586206895","5.0344827586206895","1.9310344827586208","0.","20.19320728291319","24.145098039215682","78.3988365546219","5.294117647058823","5.","5.029411764705882","4.735294117647059","0.47058823529411764","285.8629411764706","19.215283354119045","1218.5379901960785","0.75","0.9415204678362573","6.214285714285714","5.1","5.428571428571429","5.333333333333333","4.964285714285714","4.107142857142857","2.9285714285714284","0.058823529411764705","5.658463901689709","30.54309444444444","185.79607566974607","6.064516129032258","5.290322580645161","5.903225806451613","5.064516129032258","0.1935483870967742","239.09268103448272","66.25007957954557","1427.278325892857","0.9824561403508771","0.8579234972677595"
176,494774,2014,"678960","6173670","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","6.25","12.732365673542143","0.2546473134708429","0.12732365673542145","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","5","40","15","2","0","3.125","0.375","0.05","12.331700000000001","670.7","6","7.383733","137.0289","7.225806451612903","5.476190476190476","4.428571428571429","4.32258064516129","3.3684210526315788","5.026315789473684","3.6052631578947367","0.","0.4136403508771929","27.32268018018018","0.5804159400134431","6.815789473684211","5.394736842105263","4.947368421052632","4.2368421052631575","0.21052631578947367","247.58565789473687","20.20021387996271","637.5360238095238","0.9760665972944849","0.8563829787234043","7.","4.846153846153846","4.958333333333333","4.125","4.513513513513513","4.756756756756757","2.72972972972973","0.","3.183421052631578","23.077189814814815","135.9317958841783","6.7631578947368425","5.2368421052631575","5.473684210526316","4.2894736842105265","0.05263157894736842","241.74754279279276","40.02320628879843","876.6630555555553","0.8319327731092437","0.7836538461538461"
176,494777,2014,"678930","6173650","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","8.75","3.819709702062643","0.12732365673542145","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","5","40","13","3","1","3.05","0.325","0.075","12.331700000000001","670.7","6","5.585735","163.511063","7.378378378378378","5.25","5.15625","4.714285714285714","3.98","3.74","4.28","0.","0.5673333333333331","24.96508333333332","0.66937694266961","6.96","5.08","5.34","4.44","0.6","222.80128333333334","32.693097520603295","735.1184523809525","0.9142857142857143","0.8314606741573034","6.970588235294118","4.666666666666667","5.5","4.419354838709677","4.114285714285714","4.885714285714286","3.","0.","2.1433783783783777","23.196479166666666","64.24090093839074","6.7105263157894735","4.947368421052632","6.078947368421052","4.368421052631579","0.18421052631578946","244.25381190476193","92.25804876083492","1847.983686868687","0.8035190615835777","0.7186147186147186"
185,495087,2014,"690396","6201349","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","6.25","0.","5.092946269416857","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","5","27","12","0","5","3.222222","0.4444444444444444","0.","9.5494","731.3","4","15.357294","234.099701","7.333333333333333","3.7142857142857144","4.0476190476190474","3.411764705882353","3.3333333333333335","4.619047619047619","4.0476190476190474","0.","0.5869841269841272","25.840753968253985","29.77842360544218","6.571428571428571","4.571428571428571","4.380952380952381","3.761904761904762","0.23809523809523808","263.7402380952381","9.534125597827499","285.0802083333336","0.8429065743944637","0.8586956521739131","7.095238095238095","3.8823529411764706","4.066666666666666","3.1052631578947367","2.9166666666666665","5.666666666666667","3.4166666666666665","0.038461538461538464","1.0272222222222223","23.10588235294117","40.55144675079791","7.125","4.541666666666667","5.375","3.5833333333333335","0.125","242.91723526077095","39.97438125515523","815.1886791666666","0.7635893011216566","0.6666666666666666"
185,495092,2014,"690404","6201159","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.6366182836771072","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","8","40","21","4","7","3.6","0.525","0.1","9.5494","731.3","4","31.354225","270.724701","7.571428571428571","3.0555555555555554","4.391304347826087","2.4814814814814814","2.5454545454545454","6.7727272727272725","2.6818181818181817","0.","0.44759259259259254","21.01413043478261","0.32643142857914464","7.357142857142857","3.9642857142857144","5.428571428571429","3.2142857142857144","0.03571428571428571","240.69143518518518","11.136002905323457","264.69461728395066","0.5650898423175651","0.5921052631578947","7.378378378378378","3.6333333333333333","5.148148148148148","2.9722222222222223","2.235294117647059","6.5588235294117645","3.2058823529411766","0.","1.445115740740741","22.916265432098772","38.82488012136526","7.2368421052631575","4.2368421052631575","5.947368421052632","3.4473684210526314","0.15789473684210525","234.9681698179272","45.51179282870756","925.0973308080806","0.5773381294964028","0.5796460176991151"
185,495093,2014,"690414","6201359","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.9549274255156608","0.3183091418385536","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","6","29","19","4","5","3.827586","0.6551724137931034","0.13793103448275862","9.5494","731.3","4","13.672252","208.247299","7.214285714285714","2.","3.5714285714285716","1.9285714285714286","1.2857142857142858","9.214285714285714","1.5","0.","0.28900000000000003","20.662499999999994","0.37251079368888906","6.866666666666666","4.733333333333333","4.333333333333333","2.8","0.06666666666666667","278.05","5.289322840842857","132.77635897435906","0.54","0.6461538461538462","7.407407407407407","3.25","4.15","2.5416666666666665","2.08","6.88","3.04","0.","0.559294871794872","21.879537037037036","23.916435749208336","7.321428571428571","4.214285714285714","5.392857142857143","3.107142857142857","0.17857142857142858","233.63990064102566","32.36721769896159","614.22771875","0.6124497991967871","0.5761589403973509"
185,495095,2014,"690464","6201389","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","11.25","0.038197097020626423","0.012732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","44","10","0","3","2.681818","0.22727272727272727","0.","9.5494","731.3","4","7.561908","161.047272","7.041666666666667","5.545454545454546","4.590909090909091","4.217391304347826","3.896551724137931","3.3793103448275863","4.724137931034483","0.","0.5259615384615384","26.58197530864199","0.8633637165272972","6.689655172413793","5.","5.0344827586206895","4.379310344827586","0.41379310344827586","249.84796296296298","15.58622153164197","422.4783950617286","0.9186396900559621","0.8698630136986302","6.868421052631579","4.875","5.7272727272727275","4.9393939393939394","4.512195121951219","3.4146341463414633","4.073170731707317","0.","1.1483903508771935","25.366090909090907","36.74383063053008","6.975609756097561","4.951219512195122","6.097560975609756","4.7560975609756095","0.12195121951219512","217.96151973684215","113.1479424348247","2753.7799968516906","0.8624338624338624","0.78"
